,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
11319,0,67,153.0,54.0,13.0,90.0,39.9
3973,0,69,169.0,67.0,29.0,111.0,40.7
6181,0,27,169.0,65.0,18.0,92.0,40.5
3034,1,25,182.0,81.0,8.0,91.0,39.5
8239,1,36,176.0,75.0,20.0,103.0,40.3
9733,1,42,184.0,89.0,28.0,108.0,40.7
4663,1,61,195.0,105.0,11.0,96.0,39.7
7634,1,51,192.0,90.0,10.0,89.0,39.9
3286,0,39,179.0,76.0,6.0,82.0,39.4
2367,1,75,173.0,79.0,5.0,87.0,38.9
13469,0,78,172.0,72.0,9.0,96.0,39.7
11522,0,45,173.0,66.0,5.0,79.0,39.3
440,0,21,167.0,67.0,21.0,103.0,40.4
12633,1,36,164.0,66.0,18.0,92.0,40.4
12053,0,53,178.0,71.0,18.0,95.0,40.5
12356,1,24,170.0,68.0,15.0,94.0,40.1
4692,0,44,162.0,60.0,9.0,87.0,39.2
13423,1,37,197.0,92.0,1.0,87.0,37.5
14631,1,35,183.0,89.0,19.0,96.0,40.3
9844,1,36,199.0,102.0,2.0,75.0,38.4
1224,0,24,171.0,63.0,17.0,95.0,40.9
8540,1,22,191.0,91.0,28.0,120.0,40.9
2592,0,23,169.0,64.0,30.0,116.0,40.5
3247,0,35,151.0,51.0,29.0,108.0,40.8
2812,1,34,182.0,81.0,4.0,72.0,38.5
7289,0,53,167.0,72.0,20.0,96.0,40.4
7883,1,43,197.0,96.0,4.0,90.0,38.9
14105,0,75,170.0,74.0,25.0,103.0,40.5
2691,1,42,186.0,89.0,13.0,89.0,40.2
4132,1,74,182.0,88.0,14.0,88.0,40.0
11597,1,58,180.0,79.0,8.0,82.0,39.5
8171,1,49,201.0,105.0,21.0,102.0,40.7
2249,1,35,169.0,76.0,12.0,90.0,40.0
2552,0,21,161.0,60.0,4.0,87.0,38.8
6179,0,55,172.0,68.0,23.0,97.0,40.6
10547,1,31,200.0,99.0,17.0,89.0,40.6
10066,1,25,179.0,84.0,18.0,94.0,40.6
14858,0,71,163.0,68.0,5.0,90.0,39.3
3649,1,66,176.0,83.0,27.0,102.0,40.7
380,0,24,178.0,78.0,2.0,93.0,38.2
12392,0,44,171.0,64.0,29.0,103.0,40.9
5747,0,43,147.0,51.0,19.0,97.0,40.1
14877,1,67,180.0,88.0,13.0,96.0,40.0
5414,1,44,200.0,106.0,15.0,92.0,40.5
8012,1,32,185.0,89.0,4.0,88.0,38.6
1360,1,22,176.0,73.0,3.0,84.0,39.1
3196,0,52,154.0,56.0,25.0,103.0,40.9
2037,0,50,155.0,59.0,18.0,113.0,40.3
486,0,58,144.0,42.0,12.0,96.0,40.1
9934,0,22,176.0,67.0,25.0,108.0,40.9
14045,1,30,189.0,89.0,15.0,91.0,40.3
783,1,60,181.0,92.0,3.0,88.0,38.8
12018,0,77,153.0,58.0,8.0,90.0,39.5
14700,0,38,163.0,62.0,16.0,93.0,39.8
10099,1,68,178.0,78.0,10.0,90.0,40.1
11505,0,45,171.0,66.0,6.0,82.0,39.2
3238,1,44,170.0,79.0,7.0,82.0,39.4
6367,0,30,171.0,71.0,8.0,75.0,39.6
5748,0,37,166.0,65.0,25.0,101.0,40.7
5358,1,27,184.0,84.0,11.0,91.0,39.7
8366,0,36,177.0,80.0,8.0,95.0,39.7
14961,0,62,159.0,61.0,5.0,83.0,39.0
5880,1,48,202.0,103.0,25.0,107.0,40.9
11254,0,37,167.0,62.0,3.0,78.0,38.8
8197,0,71,153.0,56.0,11.0,94.0,40.0
13310,0,44,181.0,75.0,22.0,95.0,40.4
1915,1,36,185.0,79.0,6.0,89.0,39.1
8542,1,34,188.0,83.0,14.0,93.0,40.2
8113,1,22,180.0,84.0,28.0,111.0,40.7
7580,1,37,196.0,91.0,10.0,92.0,40.0
13602,0,41,166.0,62.0,25.0,107.0,40.8
10018,0,45,179.0,72.0,16.0,89.0,40.4
3464,0,21,150.0,51.0,21.0,97.0,40.2
2138,1,21,177.0,77.0,24.0,104.0,40.6
10420,0,22,155.0,53.0,17.0,108.0,40.4
8285,1,70,191.0,96.0,17.0,99.0,40.2
742,0,74,160.0,66.0,29.0,110.0,40.8
13106,1,38,179.0,86.0,24.0,103.0,40.6
11528,0,21,169.0,60.0,5.0,84.0,39.2
14686,0,25,163.0,64.0,7.0,97.0,39.7
13524,1,42,187.0,92.0,5.0,87.0,39.1
14068,1,22,185.0,80.0,28.0,99.0,41.2
13861,1,38,188.0,89.0,15.0,101.0,40.1
4480,0,35,151.0,57.0,21.0,99.0,40.4
3442,1,27,198.0,97.0,23.0,100.0,40.7
6107,0,20,149.0,51.0,23.0,100.0,40.7
4521,0,79,153.0,59.0,16.0,94.0,40.5
2847,0,24,167.0,62.0,17.0,88.0,40.3
14384,0,29,167.0,69.0,9.0,88.0,39.7
12908,0,56,165.0,66.0,19.0,108.0,40.4
8604,0,24,169.0,68.0,21.0,103.0,40.3
9140,0,38,164.0,67.0,6.0,77.0,39.4
6942,1,38,203.0,111.0,16.0,100.0,40.2
5400,0,44,179.0,77.0,4.0,75.0,38.7
10515,1,51,188.0,89.0,26.0,97.0,40.9
8104,0,58,155.0,60.0,11.0,100.0,39.9
13483,0,65,164.0,60.0,28.0,108.0,40.8
14411,0,31,165.0,61.0,30.0,105.0,40.7
1834,0,58,149.0,54.0,24.0,107.0,40.4
9485,0,68,160.0,63.0,21.0,98.0,40.4
13099,1,49,181.0,87.0,16.0,104.0,40.3
12660,0,26,168.0,64.0,3.0,84.0,38.6
12126,1,20,196.0,89.0,8.0,88.0,39.7
5701,0,65,161.0,64.0,17.0,90.0,40.6
4801,1,58,194.0,95.0,23.0,106.0,40.5
5896,1,34,182.0,88.0,13.0,106.0,40.2
14899,1,20,182.0,84.0,12.0,99.0,39.9
5674,0,49,150.0,49.0,25.0,111.0,41.0
11702,1,42,175.0,79.0,10.0,95.0,39.9
3003,1,73,185.0,88.0,8.0,90.0,39.5
23,0,20,165.0,59.0,29.0,100.0,41.0
7466,0,34,171.0,69.0,26.0,96.0,40.8
3524,1,64,199.0,104.0,6.0,88.0,39.6
10955,0,63,165.0,65.0,26.0,105.0,40.6
5527,0,30,168.0,65.0,29.0,114.0,40.9
12969,1,73,213.0,113.0,12.0,103.0,39.9
1309,1,52,184.0,85.0,22.0,101.0,40.4
14417,1,43,186.0,93.0,20.0,107.0,40.3
8394,1,20,179.0,79.0,28.0,107.0,40.9
3475,0,33,171.0,70.0,10.0,92.0,39.8
789,1,32,168.0,73.0,30.0,111.0,40.7
11883,0,43,168.0,67.0,24.0,107.0,40.7
13715,1,31,173.0,73.0,30.0,106.0,41.0
7013,1,46,189.0,90.0,18.0,101.0,40.5
3284,0,32,163.0,58.0,17.0,100.0,40.4
6461,0,24,176.0,70.0,21.0,97.0,40.3
2514,1,22,187.0,84.0,26.0,99.0,40.6
6143,0,33,158.0,60.0,1.0,76.0,37.7
4385,0,75,169.0,66.0,29.0,102.0,40.8
10956,0,37,159.0,61.0,10.0,90.0,40.1
4905,0,41,172.0,61.0,28.0,102.0,40.9
8731,0,37,147.0,54.0,13.0,105.0,40.2
10407,1,20,178.0,83.0,12.0,102.0,39.9
14325,1,50,184.0,84.0,14.0,96.0,40.4
5444,1,78,196.0,105.0,4.0,89.0,38.9
8922,1,61,181.0,87.0,25.0,112.0,40.7
3688,1,29,197.0,92.0,22.0,97.0,40.8
1395,1,46,187.0,89.0,13.0,101.0,40.3
7278,0,28,149.0,54.0,22.0,97.0,40.6
8030,0,27,167.0,65.0,29.0,113.0,41.1
5006,1,22,189.0,80.0,5.0,86.0,39.3
10798,0,70,160.0,64.0,6.0,89.0,39.4
14919,0,67,159.0,58.0,6.0,94.0,39.5
8874,1,31,191.0,100.0,23.0,100.0,41.0
5257,0,35,177.0,71.0,1.0,87.0,37.7
10206,1,68,183.0,85.0,25.0,108.0,40.7
6803,0,65,173.0,68.0,9.0,81.0,39.4
11170,0,48,179.0,82.0,28.0,114.0,40.7
8149,0,21,161.0,60.0,3.0,85.0,38.6
10598,1,58,186.0,85.0,12.0,95.0,40.1
7414,0,43,164.0,59.0,28.0,114.0,40.9
6338,1,22,172.0,73.0,25.0,100.0,40.5
5733,0,26,161.0,60.0,21.0,98.0,40.8
9289,0,27,182.0,79.0,10.0,85.0,39.8
14364,0,72,182.0,74.0,30.0,118.0,41.0
9683,0,57,157.0,56.0,15.0,100.0,40.3
3301,0,47,174.0,71.0,16.0,100.0,40.5
12809,0,44,162.0,56.0,26.0,108.0,40.8
10283,0,29,160.0,59.0,27.0,112.0,40.9
10794,0,76,169.0,70.0,16.0,99.0,40.0
7020,1,67,187.0,89.0,20.0,100.0,40.6
712,1,56,196.0,94.0,5.0,86.0,39.0
4279,0,23,169.0,60.0,21.0,99.0,40.5
7219,0,59,164.0,63.0,20.0,109.0,40.5
8762,0,41,192.0,83.0,6.0,90.0,39.4
9301,1,26,162.0,66.0,16.0,88.0,40.1
10423,0,35,165.0,60.0,13.0,93.0,40.0
1822,1,30,181.0,79.0,10.0,95.0,40.1
9410,1,37,192.0,89.0,17.0,105.0,40.3
6243,1,48,177.0,82.0,30.0,99.0,40.5
7523,1,24,180.0,78.0,22.0,101.0,40.5
13140,0,24,155.0,58.0,16.0,101.0,40.2
9505,1,30,158.0,62.0,21.0,106.0,40.4
9954,1,70,187.0,93.0,3.0,78.0,38.8
1977,0,22,150.0,52.0,22.0,102.0,40.7
11901,0,29,167.0,65.0,30.0,110.0,40.8
3264,0,57,154.0,59.0,1.0,90.0,37.9
6561,1,30,194.0,88.0,4.0,80.0,38.7
4834,0,20,168.0,67.0,5.0,82.0,39.4
5061,1,76,210.0,114.0,7.0,94.0,39.3
252,0,63,176.0,79.0,29.0,111.0,40.5
8526,1,53,177.0,80.0,15.0,98.0,40.0
2098,1,31,213.0,108.0,29.0,111.0,41.1
8384,0,28,163.0,65.0,8.0,87.0,39.2
11311,0,63,165.0,61.0,8.0,91.0,39.6
3671,0,39,162.0,63.0,13.0,89.0,40.2
10797,1,52,172.0,81.0,27.0,105.0,41.2
8354,0,20,173.0,70.0,16.0,92.0,40.4
11149,0,75,168.0,67.0,18.0,102.0,40.5
11717,0,52,158.0,61.0,14.0,99.0,40.2
4416,0,38,178.0,77.0,14.0,82.0,40.5
14139,1,54,177.0,83.0,15.0,98.0,40.4
12509,0,21,171.0,68.0,19.0,97.0,40.1
14726,0,44,162.0,62.0,8.0,95.0,39.6
9311,1,51,174.0,74.0,26.0,109.0,40.6
8257,0,26,176.0,73.0,24.0,104.0,40.5
6912,0,55,163.0,62.0,19.0,98.0,40.7
12140,0,52,159.0,60.0,8.0,92.0,39.6
2934,0,38,163.0,63.0,19.0,105.0,40.5
14597,1,43,192.0,98.0,22.0,100.0,40.5
7283,0,52,174.0,69.0,26.0,107.0,41.0
6517,1,38,206.0,105.0,26.0,114.0,40.7
8359,0,62,160.0,64.0,7.0,80.0,39.4
6560,0,24,169.0,65.0,13.0,93.0,39.9
14903,1,55,173.0,74.0,24.0,105.0,40.6
5945,1,22,188.0,89.0,13.0,93.0,40.0
8343,0,46,161.0,59.0,14.0,101.0,40.2
9441,1,32,175.0,74.0,4.0,81.0,38.9
12943,0,43,164.0,63.0,2.0,83.0,38.2
14938,1,30,206.0,103.0,7.0,91.0,39.1
56,0,68,155.0,58.0,15.0,100.0,40.3
3412,0,23,172.0,69.0,24.0,103.0,40.8
5582,0,33,160.0,62.0,4.0,82.0,38.9
2855,0,37,156.0,58.0,8.0,92.0,39.8
8318,1,32,191.0,95.0,3.0,79.0,38.5
2986,0,33,182.0,78.0,5.0,83.0,39.3
7847,0,31,156.0,57.0,26.0,104.0,40.6
11784,1,56,196.0,99.0,27.0,106.0,40.6
9217,1,54,180.0,80.0,21.0,105.0,40.5
12051,1,50,183.0,93.0,11.0,88.0,39.9
6187,1,63,169.0,70.0,15.0,95.0,40.6
9942,1,29,181.0,85.0,10.0,93.0,39.8
11819,0,40,169.0,69.0,23.0,110.0,40.7
11785,1,43,200.0,104.0,8.0,90.0,39.9
4722,0,41,155.0,56.0,20.0,96.0,40.4
8291,0,23,176.0,66.0,10.0,95.0,39.8
10855,0,30,160.0,60.0,15.0,97.0,40.7
4472,1,78,179.0,80.0,21.0,100.0,40.5
12955,1,23,177.0,79.0,29.0,106.0,40.9
8086,0,63,163.0,60.0,19.0,98.0,40.2
2188,0,73,153.0,58.0,5.0,78.0,38.9
6459,0,29,178.0,73.0,12.0,92.0,40.2
4049,1,41,184.0,82.0,19.0,104.0,40.4
10456,0,46,159.0,56.0,19.0,102.0,40.4
5446,1,74,181.0,86.0,22.0,101.0,40.8
8067,0,58,163.0,64.0,6.0,90.0,39.1
8495,1,54,201.0,109.0,27.0,106.0,40.9
3544,0,47,163.0,62.0,25.0,99.0,40.3
519,1,49,181.0,81.0,16.0,97.0,40.2
8524,0,38,144.0,48.0,17.0,98.0,40.1
4508,0,34,159.0,57.0,5.0,89.0,39.2
10421,0,34,163.0,59.0,26.0,101.0,40.7
7713,0,25,172.0,67.0,23.0,103.0,40.6
5263,0,39,152.0,53.0,6.0,85.0,39.4
8136,0,20,165.0,64.0,21.0,107.0,40.7
6914,0,40,154.0,57.0,23.0,103.0,40.5
227,0,34,161.0,56.0,18.0,102.0,40.6
8740,0,21,174.0,67.0,5.0,89.0,39.2
6750,0,30,161.0,56.0,15.0,95.0,39.9
8144,1,71,181.0,88.0,22.0,107.0,40.5
11806,0,41,162.0,63.0,28.0,105.0,41.1
8124,0,76,172.0,68.0,14.0,95.0,39.9
14009,0,41,177.0,71.0,27.0,111.0,40.7
10356,0,64,159.0,55.0,25.0,110.0,40.8
10124,0,54,162.0,64.0,15.0,90.0,40.2
1699,1,69,177.0,76.0,15.0,102.0,40.3
14911,1,41,174.0,79.0,18.0,102.0,39.9
13012,1,77,181.0,91.0,22.0,110.0,40.7
1877,1,28,169.0,75.0,15.0,100.0,40.6
513,1,43,185.0,83.0,28.0,108.0,40.9
10820,0,79,174.0,74.0,21.0,100.0,40.9
10309,1,32,185.0,77.0,16.0,92.0,40.1
14313,1,75,170.0,72.0,23.0,98.0,40.9
9611,0,22,172.0,70.0,23.0,95.0,40.6
6884,0,70,172.0,73.0,3.0,80.0,38.6
7359,1,48,186.0,86.0,28.0,106.0,40.9
11802,1,31,187.0,93.0,13.0,94.0,40.2
11863,1,23,195.0,93.0,2.0,81.0,38.5
6110,0,69,159.0,63.0,26.0,106.0,40.6
14453,0,52,154.0,53.0,25.0,101.0,40.7
8426,0,51,151.0,58.0,5.0,83.0,38.9
2916,0,33,142.0,45.0,12.0,97.0,40.0
11441,0,29,162.0,65.0,11.0,94.0,39.8
480,1,30,195.0,92.0,30.0,101.0,41.0
12887,0,54,171.0,68.0,6.0,87.0,39.4
7444,0,51,164.0,65.0,17.0,107.0,40.4
2577,0,75,169.0,69.0,27.0,100.0,40.4
7652,0,74,163.0,64.0,5.0,82.0,38.8
13593,0,66,175.0,72.0,22.0,101.0,40.5
13238,1,35,185.0,86.0,24.0,109.0,40.5
12066,1,45,176.0,80.0,30.0,112.0,41.0
11228,1,20,175.0,74.0,27.0,108.0,41.2
5272,1,58,191.0,97.0,16.0,80.0,40.3
6745,1,26,185.0,85.0,7.0,86.0,39.5
8650,0,35,147.0,47.0,15.0,90.0,40.3
1596,0,41,169.0,65.0,22.0,100.0,40.8
14043,0,36,157.0,63.0,24.0,108.0,40.8
3896,0,23,154.0,54.0,28.0,105.0,41.0
10557,1,37,191.0,90.0,9.0,95.0,39.4
1349,0,22,169.0,62.0,28.0,107.0,40.5
5805,1,76,191.0,96.0,2.0,83.0,37.7
7176,1,45,198.0,97.0,6.0,92.0,39.4
3777,1,43,197.0,96.0,13.0,94.0,40.2
11075,1,46,179.0,80.0,25.0,108.0,40.7
11844,0,28,145.0,53.0,11.0,90.0,39.8
9006,0,56,166.0,61.0,20.0,94.0,40.7
4050,0,36,173.0,68.0,17.0,97.0,40.2
10513,1,61,196.0,97.0,16.0,97.0,40.5
11406,0,60,157.0,59.0,12.0,90.0,40.4
7627,1,79,179.0,85.0,8.0,89.0,39.6
12220,1,38,192.0,97.0,6.0,79.0,39.3
2762,1,24,174.0,74.0,4.0,86.0,39.0
14742,0,64,182.0,74.0,3.0,87.0,38.7
6385,0,30,176.0,72.0,17.0,104.0,40.2
3685,1,41,192.0,90.0,28.0,113.0,40.8
5062,1,73,175.0,73.0,11.0,94.0,39.9
3602,0,35,177.0,71.0,14.0,103.0,40.0
13512,0,39,163.0,58.0,8.0,87.0,39.2
10428,0,76,168.0,63.0,8.0,85.0,39.5
1446,1,36,181.0,85.0,1.0,85.0,37.4
6167,0,76,155.0,61.0,14.0,85.0,40.3
1020,1,22,189.0,86.0,14.0,105.0,40.0
705,0,23,147.0,51.0,21.0,113.0,40.5
14806,1,50,196.0,101.0,5.0,86.0,39.3
1866,0,63,175.0,72.0,9.0,86.0,39.2
13794,0,27,175.0,73.0,11.0,94.0,40.0
13152,1,54,165.0,72.0,7.0,88.0,39.5
8057,0,61,166.0,64.0,21.0,106.0,40.4
12939,1,51,190.0,94.0,8.0,86.0,39.0
2574,1,63,184.0,86.0,26.0,109.0,40.7
12099,1,39,180.0,88.0,22.0,104.0,40.7
2956,1,33,201.0,103.0,23.0,98.0,40.7
7487,1,36,181.0,84.0,19.0,101.0,40.2
3742,1,70,177.0,84.0,20.0,104.0,40.6
3914,0,22,178.0,71.0,17.0,106.0,40.5
9391,0,33,158.0,59.0,20.0,96.0,40.5
10910,0,43,151.0,52.0,18.0,103.0,40.6
1419,1,31,165.0,69.0,19.0,99.0,40.6
1103,1,21,181.0,79.0,19.0,103.0,40.4
6180,1,38,179.0,79.0,6.0,91.0,39.3
11204,1,31,182.0,82.0,9.0,97.0,39.7
7836,1,53,172.0,69.0,16.0,97.0,40.3
13995,1,50,195.0,89.0,3.0,84.0,38.5
1558,1,24,179.0,76.0,17.0,100.0,40.4
6427,1,63,179.0,87.0,18.0,107.0,40.7
7089,1,32,193.0,96.0,18.0,101.0,40.3
6849,1,21,176.0,72.0,12.0,86.0,40.0
12817,1,57,165.0,71.0,18.0,98.0,40.6
3523,1,37,191.0,90.0,12.0,98.0,39.7
4542,1,32,170.0,78.0,16.0,98.0,40.3
34,1,22,182.0,84.0,29.0,114.0,41.0
3400,1,21,181.0,77.0,2.0,84.0,38.4
14521,0,61,161.0,57.0,18.0,97.0,40.1
8471,0,66,172.0,71.0,25.0,99.0,41.0
13211,0,43,175.0,73.0,1.0,91.0,37.5
6861,0,39,165.0,64.0,16.0,97.0,40.5
7231,1,50,172.0,77.0,21.0,100.0,40.4
2652,0,64,159.0,56.0,3.0,91.0,38.5
5328,0,23,164.0,65.0,4.0,77.0,38.8
5903,0,27,168.0,60.0,11.0,89.0,39.8
7441,1,25,187.0,86.0,4.0,83.0,38.7
12505,1,64,188.0,87.0,10.0,90.0,40.2
12193,1,30,188.0,92.0,22.0,102.0,40.7
7529,1,46,203.0,107.0,6.0,82.0,39.4
11767,0,63,176.0,73.0,20.0,96.0,40.9
292,0,58,170.0,72.0,8.0,103.0,39.9
2836,0,72,177.0,79.0,1.0,83.0,37.8
10943,1,28,186.0,89.0,13.0,90.0,39.7
7477,1,31,184.0,80.0,18.0,93.0,40.7
11549,1,68,185.0,87.0,10.0,101.0,39.9
2870,1,43,177.0,73.0,29.0,115.0,40.6
12396,0,60,169.0,70.0,6.0,89.0,39.3
11638,0,22,152.0,54.0,1.0,78.0,37.5
7303,1,52,185.0,96.0,29.0,108.0,40.8
10536,0,38,176.0,76.0,17.0,99.0,40.1
11541,1,46,184.0,84.0,3.0,80.0,38.7
7565,0,64,182.0,78.0,8.0,97.0,39.4
14587,0,36,166.0,58.0,25.0,101.0,41.1
1318,0,41,162.0,63.0,6.0,76.0,39.3
2730,1,65,191.0,96.0,27.0,110.0,40.9
10220,1,48,206.0,111.0,13.0,86.0,40.1
13819,1,34,189.0,90.0,15.0,92.0,40.3
6705,1,60,193.0,97.0,30.0,105.0,40.8
13207,1,40,178.0,80.0,17.0,96.0,40.4
4879,0,27,155.0,58.0,28.0,114.0,40.7
14469,0,63,147.0,54.0,29.0,117.0,40.4
11478,0,31,171.0,64.0,6.0,88.0,39.3
11405,0,22,157.0,53.0,9.0,89.0,39.6
13687,0,55,165.0,64.0,23.0,102.0,40.8
2228,1,54,182.0,90.0,17.0,106.0,39.8
2641,0,77,166.0,68.0,19.0,101.0,40.1
4418,1,40,199.0,96.0,19.0,92.0,40.5
9174,0,52,155.0,58.0,21.0,108.0,40.5
6503,1,78,195.0,105.0,10.0,96.0,40.1
6192,1,21,180.0,75.0,27.0,109.0,40.9
9271,0,66,169.0,71.0,17.0,101.0,40.4
6870,0,39,161.0,63.0,16.0,94.0,40.1
356,1,21,183.0,83.0,23.0,104.0,40.5
12920,0,24,163.0,61.0,22.0,95.0,40.2
11160,0,30,146.0,47.0,15.0,96.0,39.8
12910,1,56,188.0,93.0,5.0,82.0,39.2
8443,0,58,159.0,52.0,16.0,96.0,40.5
4584,1,21,171.0,72.0,5.0,86.0,39.4
837,0,54,184.0,79.0,23.0,92.0,40.9
266,0,35,163.0,59.0,20.0,107.0,40.6
2006,0,50,165.0,71.0,21.0,101.0,40.4
11730,1,64,182.0,92.0,22.0,101.0,40.4
10834,1,24,202.0,94.0,22.0,95.0,40.5
2362,0,64,148.0,51.0,16.0,94.0,40.0
6908,1,36,186.0,85.0,20.0,98.0,40.3
9434,1,68,185.0,90.0,12.0,87.0,40.3
12325,1,35,171.0,75.0,20.0,96.0,40.5
10926,1,71,210.0,121.0,6.0,94.0,39.1
6347,1,54,166.0,73.0,17.0,100.0,40.2
6017,1,23,171.0,71.0,3.0,75.0,38.8
826,0,38,178.0,70.0,13.0,89.0,40.2
9753,0,79,142.0,50.0,14.0,86.0,40.1
4253,0,43,148.0,52.0,29.0,108.0,40.5
6051,1,68,172.0,74.0,23.0,94.0,40.6
13355,0,40,169.0,68.0,7.0,86.0,39.2
8282,1,27,185.0,85.0,9.0,86.0,39.6
1441,1,58,187.0,87.0,23.0,111.0,40.8
3066,1,44,178.0,77.0,4.0,85.0,38.5
9640,0,66,171.0,76.0,11.0,93.0,39.7
2748,1,38,174.0,74.0,22.0,103.0,40.6
7386,1,26,194.0,96.0,12.0,90.0,40.2
9033,1,23,187.0,78.0,11.0,87.0,39.7
3061,0,27,148.0,50.0,8.0,91.0,39.4
889,0,21,166.0,63.0,5.0,81.0,39.3
13484,1,50,179.0,84.0,6.0,92.0,39.4
12551,0,22,173.0,62.0,6.0,85.0,39.5
14571,1,21,184.0,89.0,22.0,104.0,40.6
1963,1,54,180.0,79.0,19.0,105.0,40.3
3125,0,24,171.0,66.0,29.0,110.0,40.9
11224,0,78,161.0,56.0,25.0,106.0,40.6
7407,0,49,165.0,65.0,27.0,106.0,40.6
1127,1,56,199.0,101.0,5.0,84.0,39.0
10562,0,54,182.0,85.0,28.0,107.0,40.8
14093,0,70,177.0,78.0,5.0,84.0,39.1
6383,0,46,154.0,55.0,16.0,90.0,40.5
9723,0,31,153.0,54.0,4.0,86.0,39.1
6350,1,30,175.0,74.0,27.0,111.0,40.9
13083,0,21,170.0,64.0,4.0,89.0,38.6
6201,0,34,154.0,53.0,20.0,92.0,40.3
1543,0,65,156.0,63.0,21.0,102.0,40.4
3263,0,39,180.0,77.0,19.0,105.0,40.3
8761,1,39,189.0,92.0,19.0,105.0,40.1
9774,1,34,178.0,80.0,26.0,107.0,40.7
2268,1,37,183.0,90.0,16.0,96.0,40.2
3770,0,43,159.0,60.0,6.0,83.0,39.0
9345,0,55,165.0,63.0,11.0,89.0,40.0
7854,1,26,194.0,91.0,7.0,87.0,39.5
132,0,60,174.0,67.0,11.0,99.0,39.7
9356,1,32,190.0,91.0,24.0,117.0,40.4
11688,1,68,177.0,85.0,23.0,94.0,40.8
603,1,77,176.0,82.0,21.0,102.0,39.9
6423,1,55,183.0,83.0,6.0,84.0,39.2
843,1,40,181.0,91.0,29.0,111.0,41.0
393,0,67,162.0,62.0,26.0,93.0,40.7
13728,1,62,194.0,89.0,2.0,83.0,38.4
6037,1,30,180.0,84.0,16.0,98.0,40.1
7682,0,46,178.0,76.0,24.0,104.0,40.6
4989,1,47,196.0,105.0,26.0,102.0,40.6
3928,1,70,176.0,77.0,25.0,118.0,40.8
5511,0,41,167.0,65.0,26.0,107.0,40.8
6925,1,26,194.0,94.0,8.0,84.0,39.3
12165,0,30,162.0,58.0,23.0,106.0,40.6
13003,0,59,178.0,74.0,7.0,89.0,39.8
13220,0,79,168.0,65.0,6.0,90.0,39.3
7598,0,57,157.0,54.0,6.0,92.0,39.2
2277,0,42,177.0,77.0,10.0,97.0,39.9
6415,0,20,165.0,58.0,1.0,83.0,37.8
3234,1,21,186.0,80.0,18.0,90.0,40.3
12252,0,75,179.0,78.0,28.0,104.0,40.5
3498,1,27,187.0,88.0,10.0,90.0,40.0
5862,1,70,187.0,89.0,28.0,112.0,40.8
4613,0,73,150.0,50.0,27.0,111.0,41.0
12777,0,72,189.0,86.0,24.0,95.0,40.8
12297,1,22,182.0,85.0,15.0,87.0,40.5
401,1,64,203.0,97.0,23.0,106.0,40.7
8129,0,20,165.0,65.0,7.0,83.0,39.3
9020,0,24,166.0,65.0,4.0,76.0,38.8
7046,0,61,152.0,56.0,27.0,95.0,40.7
13777,1,29,171.0,70.0,16.0,96.0,40.2
11461,0,68,168.0,70.0,23.0,108.0,40.6
4680,0,75,179.0,83.0,26.0,109.0,40.8
5008,0,22,164.0,64.0,17.0,95.0,40.3
7225,1,21,188.0,89.0,11.0,86.0,39.8
3403,1,26,174.0,73.0,27.0,108.0,40.5
9118,1,68,190.0,89.0,4.0,86.0,38.8
3883,1,21,199.0,97.0,2.0,76.0,38.3
9484,0,68,154.0,57.0,22.0,92.0,40.9
9422,0,52,172.0,70.0,25.0,111.0,40.8
8574,0,36,153.0,57.0,28.0,113.0,41.0
11665,0,37,164.0,61.0,22.0,98.0,40.5
1573,0,37,165.0,64.0,15.0,90.0,40.1
13957,1,42,188.0,89.0,16.0,96.0,40.2
13280,0,33,182.0,77.0,24.0,102.0,40.7
2423,0,45,158.0,66.0,29.0,105.0,40.7
10133,1,42,167.0,71.0,19.0,111.0,40.2
5264,0,20,171.0,71.0,25.0,108.0,40.8
6950,1,63,191.0,88.0,16.0,90.0,40.2
3548,1,29,184.0,90.0,27.0,105.0,40.6
10084,1,27,175.0,79.0,16.0,93.0,40.1
8126,0,39,135.0,43.0,12.0,91.0,39.9
11289,1,41,188.0,90.0,16.0,91.0,40.4
7735,1,56,170.0,78.0,15.0,99.0,40.1
14949,0,31,166.0,64.0,12.0,89.0,39.9
6978,0,42,157.0,56.0,3.0,88.0,38.7
12974,0,29,156.0,50.0,28.0,113.0,40.9
13079,0,52,168.0,67.0,22.0,109.0,40.7
10799,0,56,164.0,63.0,13.0,94.0,39.9
809,0,25,171.0,70.0,11.0,92.0,40.0
10995,0,69,171.0,73.0,15.0,102.0,40.4
12613,1,21,168.0,67.0,11.0,92.0,40.1
2650,0,31,154.0,48.0,12.0,96.0,40.1
6608,0,54,165.0,66.0,12.0,86.0,40.1
14862,1,64,178.0,78.0,24.0,95.0,40.9
12870,0,32,160.0,61.0,14.0,101.0,40.3
3190,0,22,154.0,53.0,28.0,106.0,41.0
3620,0,54,181.0,85.0,21.0,101.0,40.4
1702,1,26,187.0,84.0,17.0,104.0,40.3
6717,0,62,176.0,69.0,8.0,91.0,39.8
14745,0,30,157.0,58.0,7.0,94.0,39.2
3650,1,39,188.0,88.0,16.0,97.0,40.6
6000,1,28,193.0,94.0,7.0,88.0,39.5
7664,1,34,196.0,102.0,22.0,99.0,41.1
14402,0,63,157.0,58.0,28.0,100.0,40.6
